essay_id,essay_set,essay,score,p4_mbart50_m2m
9164,4,"In the story, “Winter Hibiscus,” by @PERSON1, a teenage girl; Saeng, and her family, have moved to united states from Vietnam. Saeng is walking home after failing her driver's test, and she passes a familiar plant. She then goes into a florist shop to purchase the plant. She arrives home and tells her mother she failed the test of course her mother is upset, but she makes dinner and the plant the “winter hibiscus” at the end of the story Saeng thinks to herself, ”when they come back, in spring, when the snow melt and the geese return and this hibiscus is budding, then I will take that test again” I think Saeng says she will retake the test in spring because she feels confident and happy now that she is comfortable with the plant she has, and her mother isn't too mad at her. She feels that everything is going to be ok and she can retake the test in spring, when life is blooming.",3.0,"@PERSON1 नामक किशोरीकी कथामा, ""वास्ता हिबिस्कस"" (Winter Hibiscus)। सेङ र तिनका परिवारले वियतनामबाट संयुक्त राज्य अमेरिकामा बसे। साइङ आफ्नो ड्राइभर परीक्षामा असफल भएपछि घर हिड्दै हुनुहुन्छ, र उनी एउटा परिचित वनस्पति पास गर्छिन् । त्यसपछि तिनी पादप खरीद गर्न फूलबारीमा जान्छिन् । उनी घर पुग्छिन् र आफ्नो आमालाई भन्छिन् कि तिनी परीक्षामा असफल भएकी थिइन्, तर तिनको आमा दुःखी छ, तर तिनले खाना तयार पार्छिन् र वनस्पतिलाई ""ग्रीष्मको हिबिस्कस"" बनाउँछिन्। कथाको अन्त्यमा सान्ङ्गले आफैलाई सोच्दछिन्, ""जब तिनीहरू फर्केर आउँछन्, वसन्तमा, जब बरफ झर्छ र geese फर्केर आउँछन् र यो हिबिस्कस बढिरहेको छ, तब म त्यो परीक्षा फेरि गर्नेछु।"" म सोच्दछु सान्ङ्गले वसन्तमा फेरि परीक्षा लिनेछन् किनभने तिनी अहिले आफूसँग भएको वनस्पतिसँग सान्ङ्ग निश्चिन्त र खुशी भएको अनुभव गर्छिन् र तिनी आमासँग एकदमै रिसाउँदैनन्। उनी सोच्दछिन् सबै ठीक हुने छ र उनी जीवन फुलिरहेको समयमा बसन्तमा फेरि परीक्षा लिन सक्छिन् ।"
9165,4,"The author concludes the story with this line because it shows that the geese was given the inspiration from the flower to come back, try again, and not give up. for example, Saeng vowed to herself that, “In the spring when the snows melt and the geese return and this hibiscus is budding, then I will take that test again.” This quote shows that the hibiscus was the reason for her determination. and that she would come back, just like they did. thats why the author decided to conclude the story with that line because she wanted to show Saeng being inspired, and not giving up.  ",2.0,"लेखकले कथालाई यो रेखासँग समाप्त गर्दछ किनभने यसले गाइहरूलाई फूलबाट फर्केर आउन, फेरि प्रयास गर्न र छोड्न नदिन प्रेरणा दिइएको देखाउँछ। उदाहरणका लागि, साङ्गले स्वयंलाई प्रतिज्ञा दियो, “spring when the snows melt and the geese return and this hibiscus is budding, then I will take that test again.” यो उद्धरणले देखाउँछ कि हिबिस्कस उनको दृढताको कारण थियो। र तिनीहरूले गरे जस्तै तिनी पनि फर्की आउनेछन्। यसकारण लेखकले यस रेखासँग कथा समाप्त गर्ने निर्णय गरे किनभने उनले साङ्गलाई प्रेरित भएको र त्याग नगरेको देखाउन चाहन्थे।  "
9166,4,"In the short story “Winter Hibiscus” by Minfong Ho I think the author ends with that paragraph because it shows that she is determined to pass. “When they come back, Saeng vowed silently to herself, in the spring, when the snow melts, and the geese return and the hibiscus budding, then I will take the test again.” This shows she is determined because geese migrate every year and flowers always bud every year. She will keep coming back just like the geese and the hibiscus do. She will be determined to pass the test and fit in sooner or later. If she was not determined she might never pass and fit into her new society.",2.0,"मन्फोङ होद्वारा लिखित छोटो कथा ""वास्ता हिबिस्कस""मा लेखकले त्यो अनुच्छेदसँग अन्त्य गर्दछ किनभने यसले तिनलाई पास गर्न दृढ भएको देखाउँछ। “जब तिनीहरू फर्केर आउँछन्, सान्ङले आफ्नो लागि चुपचाप प्रतिज्ञा गरे, “spring, when the snow melts, and the geese return and the hibiscus budding, then I will take the test again.” यसले देखाउँछ कि उनी निश्चित छन् किनभने गाइहरू हरेक वर्ष प्रवास गर्छन् र फूलहरू हरेक वर्ष फुल्छन्। गेस्ज र हिबिस्कस जस्तै तिनी पनि फर्केर आउनेछन्। उहाँ परीक्षा पास गर्ने र चाँडै वा पछि उपयुक्त हुने निर्णय लिनु हुनेछ । यदि उनी निश्चित थिएनन् भने उनले आफ्नो नयाँ समाजमा कहिल्यै प्रवेश गर्न सक्ने थिएनन्।"
9167,4,"I believe the author ends the story with this sentence to show how she overcome obstacles emotionally and how the hibiscus plant is a sigh of hope for future. In the beginning of the story, saeng is upset about failing her drivers test and then on top of that she gets upsets about seeing the native plants of her homeland. “In the story it says, ”When she got to the hibiscus, she reached out and touched a petal gently. And besides it was yet another friend, a small shrub” This quote shows how these plants remind her of her homeland, which she misses dearly and is very important to her. By bringing this plant back to her house, it's like she's bringing a little piece of her homeland. This quote:– “when the snow melts and the geese return and this hibiscus is budding, then I will take that test again."" shows that Saeng has hope in her life again in the form of this is a big turn of events in her life that will make her much happier in @LOCATION1 which is why she ended the story with this sentence.  ",3.0,"मलाई विश्वास छ कि लेखकले कथालाई यस वाक्यसँग समाप्त गर्नुहुन्छ ताकि उनले कसरी भाविक रूपमा अवरोधहरूमाथि विजय प्राप्त गर्छिन् र कसरी हिबिस्कस वनस्पति भविष्यका लागि आशाको थोक हो भन्ने देखाउन। कथाको सुरुआतमा साङ्ग आफ्नो ड्राइभर परीक्षण असफल भएकोमा दुःखी हुन्छ र यसको अतिरिक्त उनी आफ्नो मातृभूमिको स्वदेशी वनस्पति देखेर दुःखी हुन्छिन् । यस कथामा लेखिएको छ, “जब तिनी हिबिस्कसलाई भेटिन्, तिनी टाँसिन् र थोप्ले फूललाई हठीले छुनिन्। यो उद्धरणले देखाउँछ कि यी वनस्पतिहरूले तिनलाई आफ्नो मातृभूमिको सम्झना गराउँछन्, जुन तिनले मन पराउँदैनन् र तिनका लागि अति महत्वपूर्ण छ। यस वनस्पतिलाई आफ्नो घर फर्काएर ल्याउनुमा, उनी आफ्नो मातृभूमिको सानो टुक्रा लिएर गइरहेकी जस्तो लाग्छ । यो उद्धरण:– “जब हिऊँ झर्छ र geese फर्कन्छ र यो हिबिस्कस फूलिरहेको छ, तब म त्यो परीक्षण फेरि गर्नेछु।” @LOCATION1 मा साङ्गले फेरि आफ्नो जीवनमा आशा राखेको देखाउँछ यस प्रकारले उनको जीवनमा घट्नाहरूको एउटा ठूलो परिक्रमण भएको छ जसले उनलाई धेरै खुशी पार्नेछ यसकारण उनले कथालाई यस वाक्यसँग अन्त्य गरे।  "
9168,4,"The author concludes the story like this because she is not ready to move on with her life. When everything turns back she will take that test and move on. But until her flowers are gone, she will not worry about school. For example she wrote “Almost reluctantly, she realized that many of the things that she had thought of as strange before had become, through the quiet repetition of season upon season, almost familiar to her now. like geese.” This means that she has been use to change and has accepted the situation.",2.0,"लेखकले यस कथालाई यस प्रकार समाप्त गर्दछ किनभने उनी आफ्नो जीवनलाई अगाडि बढाउन तयार छैनन्। जब सबै कुरा फर्केर आउँदछ उसले त्यो परीक्षा लिनेछ र अगाडि बढ्नेछ । तर जबसम्म तिनका फूलहरू हर्दैनन्, तिनी स्कूलको बारेमा चिन्ता गर्दैनन्। उदाहरणका लागि उनले लेखिन्, “तपाईंले प्रायः अस्वीकार गरिरहनु भएको थियो, उहाँले सम्झनु भयो कि धेरै कुराहरू जसलाई उहाँले पहिले अपरिचित ठान्नु भएको थियो, हरेक ऋतुको शान्त पुनरावृत्तिद्वारा अहिले उहाँलाई प्रायः परिचित भएको थियो। यसको अर्थ, उनी परिवर्तन गर्न प्रयोग गरिएका छन् र परिस्थितिलाई स्वीकार गरेका छन्।"
9169,4,"I think the author concludes the Story with that statement becauses, the snow doesn’t melt in the spring geese don’t return in the winter and the hibiscus is not budding til spring either. The hibiscus is a beautiful plants Saeng loved this plant.    ",0.0,"म सोच्दछु लेखकले यस कथनसँग कथा समाप्त गर्दछ किनभने, हिँउ हिंडीमा टल्क्दैन बिउँदे गाइहरू हिउँदमा फर्क्दैनन् र हिबिस्कस पनि बसन्तसम्म बउद्दैनन्। हिबिस्कस एक सुन्दर वनस्पति हो। सेङ्गले यो वनस्पतिलाई माया गर्थे।    "
9170,4,"The whole story about Saeng buying the hibiscus is in response to her failing the driving test. This crushed her. She wants to be reminded of her old homeland where she did not read to past the driving lessons. So she goes to a green house to find plants that are similar to the ones she used to have in her homeland. She does this to try to make herself feel better but still “in the warm moist shelter of the greenhouse, Saeng broke down and wept.” Saeng feels she failed and the hibiscus gives her hope and memories of her old country. Her mom clearly sees and understands this when she doesn’t yell at Saeng for spending @NUM1$ on the plant. “I’m glad you got it,” Saeng’s mom says because she knows it comforts her daughter. Together the plant the hibiscus. By doing this they are planting Saeng’s hope to grow, not only to pass the driving test but to make it in the new country. *The story ends with those lines because Saeng decides if the hibiscus will grow then so will she. She will be ready to face the driving test with hope and support and because she adapted. *The hibiscus, although it is not the one she had in the old country, she knows they can adapt to their surroundings and so the plant has in the new country. The plant will grow if it can adapt. Saeng can grow if she adapts to this new country.",3.0,"साङ्गले हिबिस्कस किन्ने बारेमा सम्पूर्ण कथा उहाँको ड्राइभिङ परीक्षण असफलताको प्रतिक्रिया हो । यसले उसलाई धकेल्यो । उनी आफ्नो पुरानो मातृभूमिको सम्झना गर्न चाहन्छन् जहाँ उनी ड्राइभिङ पाठहरू पास गर्न पढ्ने थिएनन् । यसकारण उनी आफ्नो मातृभूमिमा भएको जस्तै वनस्पतिहरू फेला पार्न हरियो घर जान्छिन्। साङ्गले आफूलाई राम्रो अनुभव गर्न यसो गरिरहेकी छिन्, तर अझै पनि ""ग्रीनहाउसको गरम र आर्द्र छाउनीमा साङ्ग भाँचिए र रोइरहेकी छिन् ।"" साङ्गले आफूले असफल भएको अनुभव गरिन् र हिबिस्कसले उनको आशा र आफ्नो पुरानो देशको सम्झना दिन्छिन् । यसको आमाले स्पष्ट रूपमा देख्छ र यसलाई बुझ्छ जब उनले संङ्गलाई वनस्पतिमा @NUM1$ खर्च गरेकोमा चिच्याउन सक्दैनन् । ""तिमीले यसलाई प्राप्त गरेकोमा म खुशी छु,""सेइङ्गकी आमाले भन्छिन् किनभने तिनले यसलाई आफ्नो छोरीलाई सान्त्वना दिन्छ भनेर जान्दछिन् । एकसाथै वनस्पति हिबिस्कस। यसो गरेर तिनीहरूले न केवल ड्राइभ परीक्षण पास गर्न तर नयाँ देशमा यसलाई प्राप्त गर्न सइङ्गको आशा बढनलाई रोपिरहेका छन् । * कथा ती रेखाहरूसँग समाप्त हुन्छ किनभने सेङले हिबिस्कस बढनेछ वा नबढ्ने निर्णय गर्छिन्। उनी ड्राइभ परीक्षण सामना गर्न आशा र समर्थन र तिनले परिमार्जन गरेको कारणले तयार हुनेछिन् । * हिबिस्कस, यद्यपि उनीसँग पुरानो देशमा भएको थिएनन्, उनी जान्दछन् कि तिनीहरू आफ्नो परिवेशमा अनुकूल हुन सक्छन् र यसकारण नयाँ देशमा वनस्पति भएको छ । यदि यसले अनुकूल हुन सक्छ भने वनस्पति बढनेछ । साइङ्गले यो नयाँ देशमा परिर्वतन गरेमा विकास गर्न सक्छ।"
9171,4,"The author is trying to communicate that Saeng will never give up and her confidence will grow so she can retake her test like the hibiscus in the spring. Comparing Saeng to the hibiscus plant in the last paragraph was to show how she will grow and advance to take the test again when it’s the right time. The snow melting represents her sorrows going away as the sun shows how she will succeed and grow like the hibiscus plant she had bought. The plant growing in the sunlight would represent her confidence to take the test next time, getting rid of the cold brisk snow which is like her negative self esteem and attitude. The author chose to compare Saeng to the plant in the last paragraph to show how it related to her life and attitude, and how her life will change in result of the hibiscus plant.",2.0,"लेखकले साङ्गले कहिले पनि त्याग्ने छैन र आफ्नो विश्वास बढ्नेछ भन्ने कुरा बताउन प्रयास गरिरहनुभएको छ ताकि उनी हिबिस्कस जस्तै आफ्नो परीक्षा फेरि सुरु गर्न सक्छिन्। अन्तिम अनुच्छेदमा साङ्गलाई हिबिस्कस वनस्पतिसँग तुलना गर्दा तिनी कसरी विकास गर्ने र सही समयमा फेरि परीक्षण गर्न अगाडि आउने भन्ने देखाउन थियो । घामले देखाउँछ कि उनी कसरी सफल हुनेछन् र तिनले किनेका हिबिस्कस वनस्पति जस्तै विकास गर्नेछन्। घामको प्रकाशमा बढिरहेको वनस्पतिले अर्को पटक परीक्षण गर्ने आफ्नो विश्वासको प्रतिनिधित्व गर्नेछ, शीतल चाँडो हिउँबाट छुटकारा पाउनेछ जुन तिनको नकारात्मक आत्मसम्मान र दृष्टिकोण जस्तै हो। लेखकले साङ्गलाई पहिलो अनुच्छेदमा वनस्पतिसँग तुलना गरेर यसको जीवन र दृष्टिकोणसँग कसरी सम्बन्धित छ र हिबिस्कस वनस्पतिको परिणाममा यसको जीवन कसरी परिवर्तन हुनेछ भन्ने देखाउन रोजे ।"
9172,4,The author conludes her story with this paragraph because it really shows the heart and the perseveriance Saeng has. Also it tells a lot about her carter and ends the story in a strong mood. That is why she ended the story the way she did.,1.0,लेखकले यस अनुच्छेदसँग आफ्नो कथा गाभ्नुहुन्छ किनभने यसले साँच्चै सेङ्गको हृदय र धैर्यलाई देखाउँछ। यसले उहाँको कार्टरका बारेमा धेरै कुराहरू पनि बताउँदछ र कथा बलियो भावले अन्त्य गर्दछ । यसकारण उनले यस कथालाई त्यसरी नै अन्त्य गरे।
9173,4,When the snow melts & the geese return then mean its almost spring.,0.0,जब हिऊँ झर्छ र geese फर्किन्छ तब यसको प्राय: अप्रिलको अर्थ हुन्छ।
9174,4,"The author concludes the story with this paragraph because the auther felt like she would be ready for the new test. In the text it states that after walking home after failing liner driver test, she sees a familiar plant. later, she goes to a florist shop to see if the plant can be purchased That she will take the test again because she feel as thought she is confident to past it the next time around.",1.0,"लेखकले यस अनुच्छेदले कथा समाप्त गर्दछ किनभने आदरले नयाँ परीक्षणका लागि तयार हुने निर्णय लिनु भएको थियो। पाठमा यसले बताउँदछ कि लाइन ड्राइभर परीक्षण असफल भएपछि घर गइसकेपछि उनले एउटा परिचित कारखाना देख्छिन् । पछि, तिनी पुष्पहारीको थोकमा जान्छिन् ताकि देख्न सकुन् कि पादप किन्न सकिन्छ कि तिनले फेरि परीक्षण गर्नेछन् किनभने तिनले सोचेको रूपमा तिनले अर्को पटक यसलाई पार्नुमा विश्वासी भएको अनुभव गर्छिन् ।"
9175,4,"The author concludes this sentence in the conclusion because she wants to show the courage the girl has in immigrating to @LOCATION1. After having failed her drivers test Saeng was feeling deafeted and worthless. Her mother took into concideration and didn’t get mad at her for buying the flower. In fact she decided to plant the flower to show Saeng that everything would work out in the end. When Saeng began to see her mother doing this she became overwhelmed with determination and took over planting the flower for her mother. Immigrating to a new country is difficult and many immigrants face problems on a daily basis. Saeng’s mother was out in the cold planting and trying to make the best of her situation. By setting this example Saeng realized that she too could make the best out of her situation. This is why in the end Saeng decides to take her drivers test again, and ultimatly live with the same attitude her mother has.    ",3.0,लेखकले यस वाक्यलाई निष्कर्षमा समाप्त गर्दछ किनभने उनी @LOCATION1 मा आइमाईको प्रवासमा भएको साहस देखाउन चाहन्छन्। आफ्नो ड्राइभर परीक्षण असफल भएपछि साङ्ग निराश र बेवास्ता भएको अनुभव गरिन् । उहाँकी आमा चिन्तित भएकी थिई र फूल किनेर उसलाई घृणा गरेनन्। वास्तवमा उनले साङ्गलाई सबै कुरा अन्तमा काम गर्ने भन्ने देखाउन फूल रोप्ने निर्णय गरे। जब सइङले आफ्नो आमालाई यसो गर्दै गरेको देख्न थाले उनले आफ्नो आमाको लागि फूल रोप्ने काम गर्न थाले। एउटा नयाँ देशमा आप्रवास गर्न कठिन छ र धेरै आप्रवासकर्ताहरू हरेक दिन समस्याहरूसँग सामना गर्छन् । साइङ्गकी आमाको अवस्था राम्रो बनाउनका लागि शीतले रोपिएको थियो। यस उदाहरणको माध्यम सेङले बुझिन् कि तिनी पनि आफ्नो स्थितिबाट सबभन्दा राम्रो गर्न सक्छिन्। यसकारण अन्त्यमा साङ्गले आफ्नो ड्राइभर परीक्षण फेरि गर्ने निर्णय लिन्छ र अन्तमा उहाँकी आमाको उस्तै दृष्टिकोणसँग बस्छिन् ।    
9176,4,They can compair the story and this statement to eachother because in the story the does not give up and the same thing with the test who even is taking to test again did not give up cause  they are taking it again.,1.0,तिनीहरूले कथा र यो कथन एक अर्कालाई सामेल गर्न सक्छन् किनभने कथामा कसैलाई परीक्षा लिनु पर्दैन र परीक्षा लिनु पर्दैन किनभने तिनीहरूले फेरि परीक्षा लिइरहेका छन्।
9177,4,"The author concludes the story with that paragraph in hope. The conclusion the author made was to say in over that amount of time, Saeng will have overcome that failure and will be more prepared for the test for a second time. In the text, it says how Saeng realized that many of the things she thought of as strange before have become almost familiar which is an improvement.",1.0,"लेखकले त्यो अनुच्छेदसँग आशामा कथा समाप्त गर्दछ। लेखकले गरेको निष्कर्ष यो थियो कि त्यस समयमा, साङ्गले त्यो असफलतालाई जित्नेछन् र दोस्रो पटक परीक्षणका लागि अझ बढी तयार हुनेछन्। पाठमा, यसले बताउँदछ कि साङ्गले पहिले आश्चर्यजनक रूपमा सोचेका धेरै कुराहरू प्राय: परिचित भएको बुझिन् जुन एउटा सुधार हो।"
9178,4,"Minfong Ho concludes the story with this paragraph to show the change in saeng’s heart and attitude toward her new life in @LOCATION1 spring symbolize rebirth, the author doesn’t include this on accident. Spring will be saeng’s time of rebirth where she can take the test and restart her new life in @LOCATION1.”When the snow melts”is included because winter symbolizes death and when the snows melt a way so will saeng fears. ",2.0,"@LOCATION1 spring symbolize rebirth मा सान्ङको हृदयमा भएको परिवर्तन र उनको नयाँ जीवन प्रतिको दृष्टिकोण देखाउन यस अनुच्छेदसँग मिन्होङ हो कथा समाप्त गर्दछ, लेखकले यसलाई दुर्घटनामा समावेश गर्दैन । “जब हिऊँ झर्छ” समावेश गरिएको छ किनभने हिउँ मृत्युको प्रतीक हो र जब हिऊँ एक प्रकारले झर्छ तब सेङ्ग डराउनेछन्। "
9179,4,Will you no in the spring the snows melt and the grass is not pretty and it’s a muddy grass for the pigs who love to now in mud how about a mud  hath ford see what winter can do to you have about the tree now weight leave to live etc good life,0.0,वसन्त ऋतुमा हिऊँ झर्नेछ र घाँस सुन्दर छैन र बाख्राहरूका लागि यो मलिलो घाँस हो जसलाई घाँसले मन पराउँछ। वसन्त ऋतुले तिमीलाई के गर्न सक्छ? वसन्त ऋतुले तिमीलाई के गर्न सक्छ? वसन्त ऋतुले तिमीलाई के गर्न सक्छ? वसन्त ऋतुले तिमीलाई के गर्न सक्छ? वसन्त ऋतुले तिमीलाई के गर्न सक्छ?
9180,4,"The author chose to conclude the last paragraph with the story to show that she has not given up. It shows that she has not given up because it says “overhead...geese...honk...familiar to Saeng now (second to last paragraph).” @CAPS1 when she buys the hibiscus, because, it holds many memories from home, to keep her going. Her mother still making an “omelet with slices of bitter melon” made her math water, @CAPS1 reminding her of home, gave her hope to not give up.",1.0,"लेखकले अन्तिम खण्डलाई कथासँग समाप्त गर्ने निर्णय गरे ताकि उनले छोडेका छैनन् भन्ने देखाउन। यसले देखाउँछ कि उनी त्यागेका छैनन् किनभने यसले भन्छ “अवरहेड...जीज...हङ्क...साएनगलाई अहिले (अन्तिम अनुच्छेदको दोस्रो) परिचित छ।” @CAPS1 जब उनी हिबिस्कस किन्छन्, किनभने, यसले घरबाट धेरै स्मृतिहरू समाविष्ट गर्दछ, यसलाई जारी राख्न। तिम्रा आमा अझै “बर्ट मेलोन टुक्राहरूसँग ओमेलेट” बनाउँदछिन्। @CAPS1ले उनलाई घरको सम्झना दिन्छिन् र उसलाई नत्याग्ने आशा दिन्छिन्।"
9181,4,Saeng love Flowers and plants. The Author concludes this paragraph in the stony because it go Along with the story. In the spring when the snow melts.Saeng waS waiting For winter to beover so she can see he plants and Flowers again. Saeng like the values of plants and enjoy planting them. The Author include that paragraph because he or she was showing how Saeng is so in love with plants. She couldn’t wait a new winter break was over.,0.0,साङ्गले फूलहरू र वनस्पतिहरू मन पराउँछन्। लेखकले यो अनुच्छेदलाई ढुङ्गामा समाप्त गर्दछ किनभने यो कथासँग मिल्दछ। वसन्त ऋतुमा जब बर्फ melt.Saeng waS waiting For winter to beover so she can see he plants and Flowers again. साङ्गले वनस्पतिको मूल्यहरू मन पराउँछन् र तिनीहरूलाई रोप्न मन पराउँछन्। लेखकले त्यो अनुच्छेद समावेश गरे किनभने तिनले साङ्गलाई कसरी वनस्पतिहरूसँग प्रेम गर्नुहुन्छ भन्ने देखाउनुभएको थियो । उनी नयाँ शीत ऋतु विश्राम समाप्त भएको प्रतिक्षा गर्न सकेनन्।
9182,4,The author ends the story with that paragraph because it shows how Saeng feels connected to the plant that reminds her of home. This connection is important because it shows how people can find ways to deal with changes in their lifes. Saeng does this by buying and planting the hibiscus plant so that she can see it and be reminded of home. She also buys the plant so that it motivates her to take the test she failed again in the spring when the flower is budding.,2.0,लेखकले कथालाई त्यस अनुच्छेदसँग अन्त्य गर्दछ किनभने यसले साइन्गलाई घरको सम्झना गराउने वनस्पतिसँग कसरी संबद्ध भएको अनुभव गर्दछ भन्ने देखाउँछ । यो सम्बन्ध महत्वपूर्ण छ किनभने यसले मानिसहरूले आफ्नो जीवनमा परिवर्तनहरू कसरी सामना गर्ने तरिकाहरू फेला पार्न सक्छन् भन्ने देखाउँछ। साङ्गले हिबिस्कस पौधे किनेर रोपेर यसो गरिन् ताकि तिनले यसलाई देख्न सक्छिन् र घरको सम्झना गर्न सक्छिन्। उनी फूल फुल्ने बेलामा फेरि असफल भएको परीक्षा लिन प्रेरित गर्न यस पौधालाई पनि किन्छन् ।
9183,4,because she is confused and is not yet youst to the country she is in how so she can concentrat on her test as soon as the flower will plown because she feels more like home she thinks that she will do better on the test,1.0,किनभने तिनी भ्रमित छन् र तिनी आफ्नो देशमा अहिले पनि उभिन सक्दैनिन् त्यसैले तिनी आफ्नो परीक्षामा ध्यान केन्द्रित गर्न सक्छिन् जसरी फूल फसल्नेछ किनभने तिनी घर जस्तो अनुभव गर्छिन् तिनी सोच्दछिन् कि तिनी परीक्षामा राम्रो गर्नेछिन्
9184,4,"The author concludes the story with this paragraph because the hibiscus makes her comfort, she says “when they come back in the spring, when the snows melt and the geese return and this hibiscus is budding, then I will take that test again”. Since the author failed the test as it is told in the story, she will feel comfort taking the test again when the hibiscus come again after the snow season.   ",1.0,"लेखकले यस अनुच्छेदले कथा समाप्त गरिन् किनभने हिबिस्कसले तिनलाई सान्त्वना दिन्छ, उनी भन्छिन् “जब तिनीहरू 봄मा फर्क्छन्, जब हिऊँ झर्छ र geese फर्क्छन् र हिबिस्कस बउदछ, तब म त्यो परीक्षण फेरि गर्नेछु।” यस कथामा बताइए जस्तै लेखकले परीक्षण असफल भएकोले, हिबिस्कस हिउँ ऋतु पछि फर्केर आउँदा फेरि परीक्षण गर्नेमा उनी आराम अनुभव गर्नेछिन्।   "
9185,4,"The author concludes the story by saying that when the geese come back in the spring then she will try to pass the test. So say that if at first you don’t sucede, try try again. Also the author concludes with that to show that Saeng has been in the @LOCATION2 for some years and that she still misses her home back in Vietnam.",1.0,"यस कथाको अन्तमा लेखकले भन्छिन् कि जब बथानहरू 봄मा फर्केर आउँदछन् तब तिनले परीक्षा पास गर्ने प्रयास गर्नेछन्। यसर्थ यदि तपाईँले पहिला गर्नुभएन भने, फेरि प्रयास गर्नुहोस्। यससँग लेखकले केही वर्षसम्म @LOCATION2 मा रहेको र उनी अझै पनि वियतनाममा आफ्नो घर बिर्सिन् भन्ने देखाउन पनि निष्कर्ष निकाल्छ।"
9186,4,She thinks she is gonna pass the test because on spring becaus everything gets back on live againg flowers start growing again trees start to get green every thing starts to get Green the Geese are returning animals are starting to come out people go to the beach to distract their selve and that might be what she wan’t’s to do.,1.0,उनी परीक्षा पास गर्ने सोच्दछिन् किनभने 봄मा जीवन्त फूलहरू फेरि उम्रन थाल्नेछन्। रूखहरू हरियो हुन थाल्नेछन्। प्रत्येक वस्तु हरियो हुन थाल्नेछ। गीजहरू फर्केर आउँदछन्। जनावरहरू बाहिर आउन थाल्दछन्। मानिसहरू समुद्र तटमा जान्छन् ताकि तिनीहरूलाई ध्यानबाट हटाइदिन्छन् र त्यो हुन सक्छ उनी गर्न चाहँदैनन्।
9187,4,"The author most likely concludes this story with the quote because she has renewed hope. She was feeling really upset because she had failed the driving test and when she saw the hibiscus flower, she got even more emotional because she misses her home but when she sees the geese as she finishes planting the flower, she decides she’s going to try to retake the test next spring.",2.0,"लेखकले यस कथालाई उद्धरणले समाप्त गर्ने सम्भावना धेरै छ किनभने उनले आशालाई पुनर्जीवित गरेको छ। उनी ड्राइभिङ परीक्षामा असफल भएकी थिइन् र तिनले हिबिस्कस फूल देखेकी थिइन्, त्यसैले तिनी अझ भावुक भएकी थिई किनभने तिनले आफ्नो घर हराएको थियो तर जब तिनले फूल रोप्ने काम समाप्त गरिन् तिनले geese देखिन् तिनले अर्को बसन्तमा फेरि परीक्षा गर्ने प्रयास गर्ने निर्णय गरिन् ।"
9188,4,"The author concludes the story with, “in the spring, when the snows melt and the geese return and this hibiscus is budding, then I will take that test again,” to show Saeng growing up. As another year passes, Saeng will be more comfortable with her circumstances, and ready to start over fresh, just like all the plants will be blooming and budding. Failing her drivers test, really upset Saeng, so by waiting another year, she will be able to practice more, and become better, so that when she goes back and retests, she will be an even better driver, by having the time to practice, and start over. It’s almost like a new beginning for Saeng, another year has past, and new when her familiar plant budds, and begins to start over, so will she. Since the hibiscus plant is familiar to Saeng, she is better able to relate to it, and as it buds, and start fresh, so will Saeng. In conclusion, this is why the author concluded the story with that phrase.",3.0,"यस कथाको अन्त्यमा लेखकले साङ्गलाई बढदै गरेको देखाउँनुहुन्छ, “spring, when the snows melt and the geese return and this hibiscus is budding, then I will take that test again,” अर्को वर्ष बितेपछि साङ्गले आफ्नो परिस्थितिसँग सामेल हुनुहुनेछ र सबै वनस्पतिहरू फूल्न र बुड्न जस्तै ताजा शुरु गर्न तयार हुनेछन्। उहाँको ड्राइभर परीक्षण असफलताले साङ्गलाई वास्तवमै दुःख दियो। यसर्थ अर्को वर्ष प्रतिक्षा गरेर उनले अझ धेरै अभ्यास गर्न सक्नेछन्, र अझ राम्रो हुन सक्नेछन्, त्यसैले जब तिनी फर्केर र पुन: परीक्षण गर्न जानेछन्, तिनी अझ राम्रो ड्राइभर हुनेछन्, अभ्यास गर्नका लागि समय प्राप्त गरेर, र फेरि सुरु गर्न सक्नेछन्। सन्ङ्गका लागि यो लगभग नयाँ शुरुवात जस्तो छ, अर्को वर्ष बितेको छ, र जब तिनको परिचित वनस्पति बाडहरू, र फेरि सुरु हुन्छ, तब तिनी पनि त्यस्तै हुनेछन्। हिबिस्कस वनस्पति सान्ङ्गसँग परिचित भएकोले, उनी त्यससँग सम्बन्ध राख्न धेरै सक्षम हुन्छन्, र जसरी यसले बुट्दछ र ताजा सुरु हुन्छ, त्यस्तै सान्ङ्ग पनि त्यस्तै हुन्छ । अन्त्यमा, यसकारण लेखकले यस वाक्यांशसँग कथा समाप्त गर्नुभयो।"
9189,4,I think the author includes this paragraph  in  the  story  because  it  makes  sence  the  geese  come  back  home  after  the  snow  melts  and  saeng  try’s  to  take  her  test  again  around  that  time.,1.0,म सोच्दछु लेखकले यो अनुच्छेद कथामा समावेश गरेको हो किनभने यसले सेन्सलाई हिउँ झरेपछि घर फर्केर आउने बनाउँदछ र साङ्गले त्यस समयमा फेरि परीक्षा लिन प्रयास गर्छ।
