essay_id,essay_set,essay,score,p3_mbart50_m2m
6357,3,The features of the setting affected the cyclist because he was biking up hills in extreme heat. He also had a short water supplyl while head in the wrong direction.,2,परिवेशको विशेषताहरूले सायकलमा हिड्ने व्यक्तिलाई प्रभावित पार्यो किनभने ऊ अति गर्मीमा पहाडमाथि चढिरहेको थियो । उनी गलत दिशामा हिंड्दै गर्दा पानीको आपूर्ति पनि छोटो थियो ।
6358,3,The features of the setting affect the cyclist. The directions given to the cyclist by the elderly was incorrect and he got lost. The lack of water led to the possibility to sucking pebbles to forget about his thirst. The rolling hills caused the cyclist to use more energy.These were the affects the setting had to the cyclist.,2,सेटिङको विशेषताहरूले चक्रवातलाई प्रभाव पार्दछ । वृद्ध मानिसहरूले सायकल चालकलाई दिएको निर्देशन गलत थियो र उनी हराए। पानीको अभावले उनको तिर्खा बिर्सन ढुङ्गाहरू सुस्न सक्ने सम्भावना भयो। घुम्ने पहाडले साइकिललाई अधिक ऊर्जा प्रयोग गर्न बाध्य तुल्यायो। यी सेटिङले साइकिललाई असर पार्यो।
6359,3,"The feachers of the setting affected the cyclist greatly. When she biked around a bend, “my troubles, thirsts, and fear were all behind me.”",1,"यस परिवेशका पापीहरूले साइकलिस्टलाई ठूलो क्षति पुर्याए। “मेरो समस्याहरू, तिर्खाइ र डर सबै मेरो पछाडि थिए।”"
6360,3,"In the story “Rough Road Ahead” by Joe Kurmaskie, A cyclist set out on a bike ride in the heat of summer in California where he will staying he met some old people who gave him a “short cut”. As he forms out most of the places he was told about were abandoned ghost towns without a single drop of drinkable water. If he were in a different setting like by a river or spring he would just stop and drink from that. Or even if he was in a more populated, industriated area he could stop in any building and ask for a drink; But he was in the dry, hot, abadond hills of California without any water. Under these conditions he grew tired, thirsty; dehydrated; and desperate for a drink finally he came apon a bait shop that had water there",2,"जो कुर्मसकीको कथा ""अगाडिको कठिन सडक""मा, क्यालिफोर्नियामा गर्मीको समयमा एउटा साइकलमा यात्रा गर्ने एउटा साइकलिस्ट जहाँ उनी बस्नेछन् उनी केही वृद्ध मानिसहरूसँग भेटे जसले उनलाई ""अक्षात मार्ग"" प्रदान गरे। उनी धेरै ठाउँहरूका बारेमा बताएका थिए। जसका बारेमा उनले बताएका थिए तिनीहरू एक बूंद पनि पिउने पानी बिनाका छाडिएका भूतका शहरहरू थिए। यदि येशू नदी वा चराको किनारमा हुनुहुन्थ्यो भने उहाँले त्यहाँबाट पानी पिउन थाल्नु हुन्थ्यो। अथवा यदि उनी अधिक जनसंख्या भएको, औद्योगिक क्षेत्रमा थिए भने उनी कुनै पनि भवनमा रोकिएर पानी माग्न सक्ने थिए; तर उनी क्यालिफोर्नियाको सुक्खा, गरम, अभरोन डाँडाहरूमा पानी बिना थिए। यस अवस्थामा उनी थकित भए, तिर्खा भए, पानीबाट मुक्त भए, र पानीको लागि निराश भए। अन्तमा उनी एउटा माछाको भण्डारमा पुगे जहाँ पानी थियो।"
6361,3,"Durring the cyclist @CAPS1 he was affected by the setting frequently. When he was cycling it be came very hott to him but at first it wasn’t so bad. “The sun was begining to beat dow, but I barely Noticed it.” This proves that the cyclist knows it was getting hot but it did not affect him. Another thing that affected him was the time that he was travling in. “I had been hitting my water bottles pritty regularly and I was travling through the high dezerts in califonia in June.” This proves that the reader was constantly drinking because of the time of day and year he was out. All of this shows that the setting affected the cyclist on his @CAPS2. ",2,"सायकल चालक @CAPS1 प्रतिरोध गर्दा उनी धेरै पटक सेटिङबाट प्रभावित भए । जब उनी सायकलमा हिंड्दै थिए, उनी एकदमै उत्तेजित भए, तर पहिलो पटक त्यो त्यति खराब थिएन। ""सूर्य डु बिट गर्न थाल्दै थियो, तर मैले यसलाई ध्यान दिएनँ।"" यसले सायकल चालकलाई यो गर्मी भइरहेको छ भन्ने थाहा छ तर यसले उसलाई असर गर्दैन भन्ने प्रमाणित गर्दछ। अर्को कुरा जसले उनलाई प्रभावित पार्यो त्यो समय थियो जब उनी भित्र पसेका थिए । ""मैले मेरो पानीको बोतलहरू नियमित रूपले पिठो पारिरहेको थिएँ र जूनमा क्यालिफोनियामा उच्च डिजरहरूबाट टहलिरहेको थिएँ ।"" यसले पाठकले दिन र वर्षको समयमा उनी बाहिर हुँदा निरन्तर पिइरहेका थिए भन्ने प्रमाणित गर्दछ । यी सबैले सेटिङले आफ्नो @CAPS2 मा चक्रवातलाई प्रभावित गरेको देखाउँछ । "
6362,3,"I think that the features of the setting really do affect the way someone rides a bike because certain places have certain terrain. Some types are not always good for a bike rider because if it’s bumpy then someone could fall off the bike. Also, if it is dark you @MONTH1 not even be able to see where you are going then you could hurt your-self very seriously. That’s why riding a bike is dangerous. Also, if your in the type of enviroment where every thing is smooth then you @MONTH1 be able to have a nice bike ride.  ",1,"म सोच्दछु कि परिवेशको विशेषताहरूले वास्तवमै व्यक्तिले सायकल चाल्ने तरिकालाई असर पार्दछ किनभने निश्चित स्थानहरूमा निश्चित भूभाग छ । केही प्रकारले सायकल चालकका लागि सधै राम्रो हुदैन किनभने यदि यो खुट्टादार छ भने कसैले सायकलबाट खस्न सक्छ । यदि यो अँध्यारो छ भने @MONTH1 तपाईँ कहाँ जाँदै हुनुहुन्छ हेर्न पनि सक्नुहुन्न भने तपाईँ आफैलाई धेरै गम्भीर रूपमा चोट पुर्याउन सक्नुहुन्छ। यसकारण साइकिलमा चढ्नु खतरनाक हो। साथै, यदि तपाईँको परिवेशको प्रकारमा जहाँ प्रत्येक वस्तु चम्किलो छ भने तपाईँ @MONTH1 ले राम्रो साइकल سواری गर्न सक्षम हुनुहुनेछ ।  "
6363,3,"The features of the setting effect the cyclist in, “Do not Exceed posted speed Limit.” By changing him physically. He was in the California desert in the middle of June without any water left. This was taking a physical toll on him. His physical effect was making him feel hopeless as well. He says, “It was a sad hopeless laugh mind you, but at least l still had the energy to feel sorry for myself."" So the way he was suffering from dehydration physically effected his emotional state because he felt as though there was nothing he could do. Had he been in another place, for example @LOCATION2, where it does not get newly a shot as soo thon California, he would not have been suffering from dehydration, as have been in such an isolated place. His cycling could be compared to the climbers who were lost in the snow storm in @LOCATION3. Instead of dehydration and heat strone, however they suffered from hypothermia. Had they been on a different mountain, there would have been no snow storm and they would be fine. The outcome of this story and the climbers was determined by their setting.",3,"सेटिङको विशेषताहरूले साइकिललाई, “अधितो गति सीमाभन्दा बढी नगर्नुहोस्”मा प्रभाव पार्नेछ। उसको शारीरिक परिवर्तन गरेर। उनी जूनको मध्यमा क्यालिफोर्नियाको मरूभूमिमा थिए। त्यहाँ पानी थिएन। यसले उसलाई शारीरिक क्षति पुर्यायो । उहाँको शारीरिक प्रभावले उहाँलाई पनि निराश तुल्यायो। उहाँ भन्नुहुन्छ, “यो तिमीहरूको निराशापूर्ण हाँसो थियो, तर म अझै पनि मेरो लागि दुख अनुभव गर्ने शक्ति भएको थियो।” यसकारण पानीको अभावबाट उनी पीडित थिए भन्नेले उनको भावात्मक अवस्थालाई शारीरिक रूपले प्रभाव पार्यो किनभने उनले केही गर्न सक्ने छैन भन्ने अनुभव गरे । यदि उनी अर्को ठाउँमा भए, उदाहरणका लागि @LOCATION2, जहाँ सुथन क्यालिफोर्नियाको रूपमा नयाँ छिट्टै shot प्राप्त हुँदैनन्, उनी यस्तो एकान्त ठाउँमा भएको जस्तै निर्जलीकरणबाट पीडित हुने थिएनन् । उहाँको सायकललाई @LOCATION3 मा हिउँको तूफानमा हराएको चरागुरूहरूसँग तुलना गर्न सकिन्छ । तर तिनीहरूले पानी हटाइने र गर्मीको stroneको सट्टामा hypothermiaबाट पीडित भए । यदि तिनीहरू विभिन्न पर्वतमा थिए भने त्यहाँ हिऊँको तूफान हुने थिएन र तिनीहरू ठीक हुने थिए। यस कथा र पर्वतारोहणकर्ताहरूको परिणाम उनीहरूको परिवेशले निर्धारण गर्यो।"
6364,3,The conditions gave the cyclist no hope at some points because the heat of the land the of the features of the setting were so harsh he had no hope like when the cyclist says I hope I make It to the horizon because theres nothing else to compare. He can’t say lets ride to the next building or mail box because there are none. The desert features make the cyclist fell that its just him no one can help him he’ll die of dyhydration. Then the features get worse he sees the welchs grape fruit building giving him little hope of survival then he finds out that its deserted and that’s like the final thing he gives up. The cyclist almost unconscious then runs into the fishing store where he has a sip of water. So the features were the main reason the cyclist lost hope.,3,"केही बिन्दुहरूमा परिस्थितिले सायकललाई कुनै आशा दिएनन् किनभने भूमिको गर्मी र परिवेशको विशेषताहरू यति कठोर थिए कि सायकलले ""म आशा गर्छु"" भनेको बेला जस्तै उनको आशा थिएन किनभने त्यहाँ तुलना गर्न केही थिएन। उनी अर्को भवन वा पत्रमञ्जूषामा जाने अनुमति दिन सक्दैनन् किनभने त्यहाँ कुनै पनि छैन। रेगिस्तानका विशेषताहरूले सायकलमा चढ्ने व्यक्तिलाई पानीको अभावले मर्ने प्रयास गर्न सक्तैन भन्ने देखाउँछ। त्यसपछि विशेषताहरू अझ खराब हुँदै जान्छ। उनले वेल्क भाइप फल निर्माणलाई उसलाई जीवित रहन केही आशा दिन्छ भन्ने देख्छ। त्यसपछि उसले यसको रित्तो भएको पत्ता लगाउँदछ र त्यो अन्तिम कुरा जस्तो हो जुन उसले छोड्छ। त्यसपछि सायकलमा हिड्ने लगभग अचेतन व्यक्ति माछा मार्ने भण्डारमा पुग्छ जहाँ उसले पानीको एक सिप पिउँदछ । यसकारण यी विशेषताहरू मुख्य कारण थिए सायकल चालकले आशा हराएको ।"
6365,3,"The features of setting affect the author because it moves him dehydrated. The dessert sun look sweat out of him and he had no water to bring that would replace his electrolites . Also, once the author had got into the hills he had lost a lot of his energy so peddling up his was a lot of work. If I were the author I would also have gotten tired because you need water in your body to survive.",2,सेटिङको विशेषताहरूले लेखकलाई प्रभावित गर्दछ किनभने यसले उनलाई निर्जलित पार्दछ । डेजर्ट सूरजले तिनीबाट पसी देख्यो र तिनीसँग आफ्नो इलेक्ट्रोलिटहरू प्रतिस्थापन गर्ने पानी थिएन। एकपटक लेखक पहाडमा पुग्दा उनले धेरै शक्ति गुमाएका थिए। यसकारण उनी माथि डोर्याउँन धेरै काम थियो। यदि म लेखक हुँ भने म पनि थकित हुने थिएँ किनभने जीवित रहनका लागि तपाईँको शरीरमा पानी आवश्यक हुन्छ ।
6366,3,"The features of the setting in “Rough Road Ahead: Do Not Exceed Posted Speed Limit” affect the cyclist greatly. In the cyclists opinion things began pretty well. He had a positive attitude as it states “with strong legs and a smile on my face.” As the man moves on he comes to a fort of sorts. To him, the sight was troubling. Though troubling, he still had the confidence that he could continue. Next he noticed the changes in the terrain. He explained “Flat road was replaced by short, rolling hills.” This means that he would have to peddle harder and with greater force in order to get over the hills. The weather was not and the cyclist was running out of water. The possibility of heatstroke came to mind. “There was no one in sight, not a building, car or structure of any kind”, as told by the man. His mind entered a state of sad, and hopeless thoughts, but he persevered and cycled on. At this point he was very thirsty and felt his death was near. He said “I was going to die and the birds would pick me clean” As he kept going he spotted an old guy in sight. He regained hope and moved ahead. The features of this story affected the cyclist physically and mentally. Physically he was tired and worn out. A like this horrible state, mentally he was becoming negative and pessamistic about his travel. The setting's features interfered with the cyclist's physical and mental state.",3,"""अगाडिको चाँडो सडक: प्रकाशित गति सीमाभन्दा बढी नगर्नुहोस्"" मा सेटिङको विशेषताले साइकलिस्टलाई ठूलो असर पार्दछ । चक्रवातहरूको रायमा कुराहरू राम्ररी सुरु भएको थियो । ""उहाँको सकारात्मक दृष्टिकोण थियो,""उहाँको बलियो टाउको र मेरो अनुहारमा मुस्कान भएको""उहाँ भन्नुहुन्छ ।""जब मानिस अगाडि बढ्छ, उ एउटा किल्लामा आउँछ । उहाँको दृष्टि भयभीत थियो। उनी भयभीत भए ता पनि उनी जारी राख्न सक्छन् भन्ने विश्वास अझै थियो । त्यसपछि उनले भूभागमा भएको परिवर्तनहरू देख्यो। उहाँले भन्नुभयो, “फ्लेट रोडलाई छोटो घुम्ने पहाडहरूद्वारा प्रतिस्थापन गरिएको थियो ।” यसको अर्थ उहाँलाई पहाडहरू माथि पुग्न कठिन र ठूलो शक्तिसँग पददल चलाउनु पर्ने थियो । मौसम परिवर्तन भएको थिएन र सायकलकारले पानीको अभावमा थियो। तातो प्रहारको सम्भावना मनमा आयो । “त्यहाँ कोही पनि देखिन्थ्यो, कुनै भवन, कार वा कुनै पनि प्रकारको संरचना थिएन,” व्यक्तिले बताए जस्तै। उहाँको मन दुःखी र निराश विचारको अवस्थामा प्रवेश भयो, तर उहाँ धैर्यवान हुनु भयो र निरन्तर चलिरहनु भयो। त्यसबेला येशू साह्रै तिर्खाउनु भएको थियो र उहाँको मृत्यु नजिकै भएको अनुभव गर्नुभयो। उहाँले भन्नुभयो, “म मर्नेछु र पक्षीहरूले मलाई सफा पार्नेछन्।” जब उहाँले हिंड्न थाल्नु भयो, उहाँले एउटा वृद्ध मानिसलाई देख्नुभयो। उनी फेरि आशा प्राप्त गरे र अगाडि बढे। यस कथाको विशेषताहरूले सायकल चालकलाई शारीरिक र मानसिक रूपले प्रभावित गर्यो। उनी शारीरिक रूपले थकित र थकित थिए। उनी यस्तो भयानक अवस्थामा थिए। मनमा उनी आफ्नो यात्राको बारेमा नकारात्मक र निराशावादी भएका थिए। सेटिङको विशेषताहरूले चक्रवातको शारीरिक र मानसिक अवस्थालाई बाधा पुर्यायो ।"
6367,3,"In this story, “No Not Exceed Posted Speed Limit”, by be Joe Kurmaskie I believe the setting greatly affect the cyclist. I believe this because when it’s long downhill cool roads is fine but if it is straight uphill roads and extremely hot he feels like he can’t keep pedaling. The cyclist gets very weary when the setting is out in the hot desert with no one around so the setting has a huge affect on the mood in this story. Another example",2,"यो कथामा, “नहीं नअगाडि गति सीमा प्रकाशित नगर्नुहोस्”, जो कुर्मासकीद्वारा भएको हो म विश्वास गर्दछु सेटिङले साइकलिस्टलाई ठूलो प्रभाव पार्नेछ । म यसलाई विश्वास गर्दछु किनभने जब यो लामो ढलानबाट तलको शीतल सडकहरू राम्रो हुन्छ तर यदि यो सीधा माथिल्लो सडकहरू र अति गर्मी छ भने उनी पैडलिङ जारी राख्न सक्दैनन् भन्ने अनुभव गर्दछन् । यस कथाको कथानकमा सेटिङले घामको मरूभूमिमा कसैसँग नबस्दा सायकलमा चढ्ने व्यक्ति धेरै थकित हुन्छ। यसकारण सेटिङले यस कथाको मनोदशामा ठूलो असर पार्छ। अर्को उदाहरण"
6368,3,"A cyclist is a bike rider. They can be in groups of diffrent people or they can be a solo cyclist. Some cyclist go for a few miles riding there bikes some can go for more like @NUM1 miles, some go over hills, go trow water they do alot with what they do. They have alot of time on there hards to ride a bike that far.",1,"एक साइकिल चालक एक साइकिल चालक हो । तिनीहरू विभिन्न मानिसहरूको समूहमा हुन सक्छन् वा तिनीहरू एकल चक्रवात हुन सक्छन् । केही साइकिलले त्यहाँ केही माइलहरू चढेर यात्रा गर्दछ। केही साइकिलले @NUM1 माइलहरू भन्दा बढी यात्रा गर्न सक्दछन्, केहीले पहाडहरूमाथि यात्रा गर्छन्, तिनीहरूले गरेका कुराहरूसँग तिनीहरूले धेरै पानी पिउन्छन्। तिनीहरूले यति टाढाको साइकलमा हिड्न कठिन त्यहाँ धेरै समय छन् ।"
6369,3,"The setting is hot like desert, no one around, and very dry. Being hot outside affects the cyclist because he is sweaty and needs water. The heat wears him down. Having no one around causes him to not get water which he needs for his journey. These things make him week and makes it harder for him to find a place to get water.",1,यो ठाउँ मरूभूमि जस्तै गरम छ। त्यहाँ कोही पनि छैन। यो ठाउँ अति सुक्खा छ। बाहिर तातो भएकोले सायकलमा हिड्नेलाई असर पार्छ किनभने ऊ थकाएको छ र पानीको आवश्यक पर्दछ । गर्मीले उसलाई कमजोर बनायो। त्यहाँ कोही पनि नभएकोले ऊ आफ्नो यात्राका लागि पानी पाउन सक्तैन। यी कुराहरूले उसलाई हप्ता दिन्छ र पानी पाउनको लागि एउटा ठाउँ फेला पार्न कठिन बनाउँदछ।
6370,3,The setting affect the cyclist because it could be a good or bad thing. If a cyclist adjust his own settings thats good but if somebody messe with them that could be bad.,0,सेटिङले सायकलमा हिड्नेलाई असर गर्छ किनभने यो राम्रो वा खराब हुन सक्छ । यदि एक साइकिलीले आफ्नो सेटिङ समायोजन गर्दछ भने राम्रो हुन्छ तर यदि कसैले तिनीहरूसँग माज गर्दछ भने त्यो खराब हुन सक्छ ।
6371,3,"In this narritive of a cyclist, riding in california, and handed for Yosemite national park, he encounters a lack of water and bad directions from a group of old men on a pourch. The setting plays a big part in his ""challenge"", from the pine trees to the barren hills. In the begining of his trie he passes a ""gbost town"" that has clearly seen better days. This presents him with his first doubt and he continues with caution. Then the pines that, ""had my name written all over them."" This gives him hope and reassurance. Then the rusty pump and ""ramshackle shed."" They took the hope and reasurance away, making him cautrous. The hills that made him work hard to get over, the snake that slowed him down and the whelches juice company that was abundanded all didn't help and made matters worse. Then he got some water at a bathroom and it was all better. It the setting has less the same the whole way he wouldn't have had any hope or he would have hope but it wouldn't fall and rise, making the story interenting.   ",3,"क्यालिफोर्नियामा चढिरहेको र योसेमीट राष्ट्रिय निकुञ्जका लागि अर्पण गरिएको एक साइकिल चालकको यस नारिटिभमा उनी पानीको अभाव र बूढा-प्रधानहरूको समूहबाट खराब दिशाको सामना गर्दछन्। सुक्खा पहाडहरूदेखि देवदारूको रूखहरूसम्म उनका ""समर्पण""मा सेटिङले ठूलो भूमिका खेल्दछ। आफ्नो प्रयासको सुरुआतमा उनले स्पष्ट रूपमा राम्रो दिनहरू देखेका ""गबस्ट शहर"" पार्दछ । यसले उहाँलाई उहाँको पहिलो शंका प्रस्तुत गर्दछ र उहाँले सावधानीपूर्वक निरन्तरता दिनुहुन्छ । ती रूखहरूमाथि मेरो नाउँ लेखिएको थियो। यसले उहाँलाई आशा र विश्वास दिन्छ। त्यसपछि  rusty पम्प र ""ramshackle shed"" तिनीहरूले आशा र पुनर्भरण खोसेर उसलाई भयभीत तुल्याए। पहाडहरू जसले उसलाई परास्त गर्न कठिन परिश्रम गरे, सर्प जसले उसलाई सुस्त तुल्यायो र प्रशस्त दाखरसको थोक भएको हल्च कम्पनी सबैले उसलाई मद्दत गरेनन् र परिस्थितिलाई अझ खराब बनायो। त्यसपछि उनले बाथरूममा केही पानी पाए र सबै राम्रो भयो। उहाँसँग कुनै आशा हुने थिएन वा उहाँसँग आशा हुने थियो तर यो पतन र उदाउने थिएन, कथालाई अन्तर्निहित बनाउँदछ।   "
6372,3,"Winding hills limited water and poor directions are the troubles of this cyclist. First he gets very bad directions from a group of old men that have not been outside of their porch in awile, then he gos through the first town and does not fill is water bottles then he gets lost and runs out of water but finds a fishing store where there is water and people that give him a better map.",2,"घुमिरहेको पहाडहरू सीमित पानी र खराब दिशाहरू यो चक्रवातको समस्याहरू हुन्। पहिलो पटक उनी एविलमा उनीहरूको दलान बाहिर नभएको वृद्ध पुरूषहरूको समूहबाट धेरै खराब दिशा प्राप्त गर्दछन्, त्यसपछि उनी पहिलो शहर हुँदै जान्छन् र पानीको बोतलहरू भर्दैनन् त्यसपछि उनी हराउँदछन् र पानीको अभावमा पुग्छन् तर पानी भएको एउटा माछा पसल फेला पार्छन् र मानिसहरूले उनलाई राम्रो नक्सा दिन्छन्।"
6373,3,"No water, and no direction effects the cyclist. Water effect cyclist because he said in the essay “I could drop from heatstroke"" (Kurmaskie). also no direction is another big one. It is important because without direction he is going to rideing for a long time. In conclusion water and no direction was the cyclist problem in the story",2,"कुनै पानी छैन र कुनै दिशाले साइकलिस्टलाई असर पार्दैन । पानी प्रभाव चक्रवात किनभने उनले लेखमा ""म तापक्रमबाट खस्न सक्छु"" (कुरमास्की) भने । पनि कुनै दिशा अर्को ठूलो एउटा होइन । यो महत्वपूर्ण छ किनभने दिशा बिना उसले लामो समयसम्म सवारी गर्न जान्छ । अन्त्यमा पानी र कुनै दिशा कथामा साइकलिस्टको समस्या थियो"
6374,3,"The features of the setting affect the cyclist because he thought he packed enough water so he began on his way he drank most of his water less than half way to his destination. He didn’t realize how hot it was until he got down to his last couple of sips of water. He started to become dehydrated he rembered the old men said that the next town was abait eighteen miles away so he kept on going when he reached the town there was nothing to drink just an old run down factory. He took same rocks and sucked on them, he went over a bump had swallowed it. He said to him self next time he would just go by what the map said everything he had gone past on the way had been run down and abandoned. Finaly he reached a bait shop and when inside the bathroom and got some water.",2,यस दृश्यको विशेषताहरूले सायकलमा चढ्ने व्यक्तिलाई प्रभाव पार्दछ किनभने उनी पर्याप्त पानी प्याक गरेका छन् भन्ने सोचेका थिए त्यसैले उनी आफ्नो गन्तव्यमा पुग्न आधा बाटोभन्दा कम पानी पिउन थाले। उनी आफ्नो अन्तिम दुईवटा पानीको पिउने पानीमा पुग्दासम्म यो कति गर्मी थियो भन्ने थाहा पाएनन्। बूढा-प्रधानहरूले भने कि अर्को शहर १८ माइल टाढा छ। यसकारण जब उनी शहरमा पुग्छन् त्यहाँ पिउनका लागि केही पनि छैन। त्यहाँ एउटा पुरानो कारखाना मात्र छ। येशूले उही चट्टानहरू लिनु भयो अनि तिनीहरूमाथि सुस्नु भयो। येशूले त्यस चट्टानलाई भूँइमा हाल्नु भयो। अर्को पटक उनले आफैलाई भने कि मानचित्रले बताउँदथ्यो कि बाटोमा उनी गएको सबै कुराहरू झरेर छोडिएको थियो। अन्त्यमा उसले एउटा माछाको भण्डारमा पुग्यो र बाथरूम भित्र हुँदा केही पानी प्राप्त गर्यो ।
6375,3,"The features of the setting affected the cyclist grate deal. For example, it was not and hill goet dehydrated. He went down this rusty-bumpy road, which didnt help his dehygration And another example would be he found a plane was he could set a change and find the best way to get where he was going. That the features on the setting affection the cyclist.",1,"सेटिङको विशेषताहरूले साइकलिस्ट ग्रेट कारोबारलाई प्रभावित गर्यो । उदाहरणका लागि, त्यहाँ पानी थिएन र पहाडी गहुँको पानी हट्यो। उनी इस्राएलमा बसे। उनी इस्राएलमा बसे। उनी इस्राएलमा बसे। उनी इस्राएलमा बसे। उनी इस्राएलमा बसे। उनी इस्राएलमा बसे। उनी इस्राएलमा बसे। उनी इस्राएलमा बसे। उनी इस्राएलमा बसे। उनी इस्राएलमा बसे। उनी इस्राएलमा बसे। सेटिङमा विशेषताहरूले चक्रवातलाई प्रभाव पार्नेछ।"
6376,3,"The cyclist goes through many natural settings that affect him. First of all he rides into barren land. The cyclist portrayed this barrenness by saying “it fit the traditional definition of a ghost town.” This was in response to the first “town” he came across. Next he speaks of a large snake that came close to him which is dangerous, but luckily he manuvers out of its way. But the worse setting the cyclist had to deal with was the lack of water. This is a threat to any living creature. But in the end he found some water and the story ended fine.",2,"चक्रवातले उहाँलाई प्रभाव पार्ने धेरै स्वाभाविक परिवेशहरू हुँदै जान्छ । सर्वप्रथम उसले अङ्गुर भूमिमा चढ्छ। सायकल चालकले यस निर्धनतालाई यस प्रकारले चित्रित गरे: “यो भूतको शहरको परम्परागत परिभाषामा उपयुक्त छ।” यो पहिलो “शहर”को प्रतिक्रिया थियो जसलाई उनी भेटे। त्यसपछि उनले एउटा ठूलो सर्पको बारेमा कुरा गर्छ, जुन उहाँको नजिक आयो। त्यो डरलाग्दो छ। तर सौभाग्यवश, उनी त्यस सर्पको बाटोबाट बाहिर जान्छन्। तर सायकलकारले सामना गर्नु पर्ने सबैभन्दा खराब अवस्था पानीको अभाव थियो । यो कुनै पनि जीवित प्राणीका लागि खतरा हो। तर अन्त्यमा उनले केही पानी पाए र कथा राम्रो भयो।"
6377,3,"In the essay “Rough Road ahead: Do Not Exceed Posted Speed Limit” the setting relates to how the author is feeling. At first, when the author sees the abandoned first “town” he is not too worried about it and moves on. “I chuckled, checked my water supply, and moved on. The sun was beginning to beat down, but I barely noticed it.” The author is okay right @CAPS1, and still has enough water. Next he starts to get low on water, and he becomes more panicked; which in return makes the day seem even hotter. “I had been hitting my water bottles pretty regularly, and I was traveling through the high deserts of california in June.” @CAPS1 that the author is low on water the day seems worse afterward he continues on and runs into a rattlesnake, which makes him even mere panicked “and a ridiculously large snake. It really did look like a diamond back-blocked the majority of the pavement in front of me. I eased past, trying to keep my balanc in my dehydrated state.” @CAPS2, when he got to the bait store and drank from the sink; things didn’t seem so bad anymore and there was no more talk about water nor the heat. As a result the setting was related to the author’s moods.",3,"""अगाडिको कठिन बाटो: पोस्ट गरिएको गति सीमाभन्दा बढी नगर्नुहोस्"" एसेजमा सेटिङ लेखकको अनुभवसँग सम्बन्धित छ । पहिलो पटक जब लेखकले छोडिएको पहिलो “शहर” देख्छ भने उनी यसमा धेरै चिन्ता गर्दैनन् र अगाडि बढ्छन् । “मैले मुस्कान गरें, मेरो पानीको आपूर्ति जाँच गरें र अगाडि बढें । सूर्य तल हिड्न थाल्यो, तर मैले यसलाई कहिल्यै ध्यान दिएनँ।"" लेखक ठीक @CAPS1 छ, र अझै पनि पर्याप्त पानी छ। त्यसपछि उसले पानी कम गर्न थाल्छ र अधिक भयभीत हुन्छ, जसले दिनलाई अझ गरम तुल्याउँछ। ""मैले मेरो पानी बोतललाई नियमित रूपमा हिर्काइरहेको थिएँ, र जुनमा म क्यालिफोर्नियाको उच्च मरूभूमि हुँदै यात्रा गरिरहेको थिएँ ।"" @CAPS1 कि लेखकले दिन पानीमा कम भएको छ उहाँ पछि अझ खराब देखिन्छ र रथमा दौडिरहेको छ, जसले उहाँलाई भयभीत बनाउँदछ ""र एउटा हास्यास्पद रूपले ठूलो सर्पमा ।"" यो साँच्चै नै एउटा ईँट जस्तो देखिन्थ्यो जसले मेरो अगाडिको बाटोको धेरै भागलाई पछाडिबाट रोक्यो । @CAPS2, जब उनी माछाको भण्डारमा पुगे र पानीको थैलोबाट पिए, केही पनि अझ खराब देखिन्थ्यो र पानी वा गर्मीको बारेमा कुरा गरिएन। परिणामस्वरूप सेटिङ लेखकको मनोदशासँग सम्बन्धित थियो ।"
6378,3,"The features of the setting did affect the cyclist in this small story. In this story the setting is a hot dry terrain which can be better explained by the name California. This heat of the desert climate seems to start have an effect on him about after he reaches the first town. I know this by his statement.”This place might have been a thriving little spot at time –say, before the last war-but on that morning it fit the traditional definition of a ghost town. I chucked, checked my water supply and moved on. The the sun was beginning to beat down. The summer heat is thriving how during this @DATE1 and he is drinking lots of water.”So this setting does affect him greatly it causes him to use his water supply and it causes him to begin the process of dehydration. I know how the summer heat can affect you during @DATE1 activity ‘s. At times it feelslike you are going to die but that building is always around the bend just for the cyclist.  ",3,"यस सानो कथामा सेटिङको विशेषताहरूले सायकल चालकलाई प्रभाव पार्यो। यस कथामा क्यालिफोर्नियाको नामद्वारा स्पष्ट गर्न सकिने गरम सुक्खा भूभाग छ। रेगिस्तानी जलवायुको यो गर्मीले पहिलो शहरमा पुग्दा उहाँमाथि प्रभाव पार्ने देखिन्छ। म उहाँको कथनबाट यो जान्दछु।""यो स्थान त्यस समयमा राम्रो स्थान भएको हुन सक्दछ-भन्नुहुन्छ, अन्तिम युद्धभन्दा पहिले-तर त्यस बिहान यो भूतको शहरको परम्परागत परिभाषासँग मिल्दछ। मैले मुस्कान गरें, मेरो पानीको आपूर्ति जाँच गरें र अगाडि बढें । सूर्य तल झर्न थाल्यो। ग्रीष्म ऋतुको गर्मी कसरी बढिरहेको छ @DATE1 मा र उनी धेरै पानी पिइरहेका छन् ।""यसकारण यो सेटिङले उनलाई ठूलो असर पार्छ यसले उनलाई पानीको आपूर्ति प्रयोग गर्न र यसलाई निर्जलीकरणको प्रक्रिया सुरु गर्न सक्छ । @DATE1 क्रियाकलापको समयमा गर्मीले तपाईँलाई कसरी असर गर्न सक्छ भन्ने म जान्दछु । कहिलेकाहीं तपाईँ मर्ने जस्तो लाग्छ तर त्यो भवन सायकलका लागि मात्र सधैँ कुनाको वरिपरि छ ।  "
