essay_id,essay_set,essay,score,p4_google_trans
9321,4,"She end, the story with that because the flower gives her strength. It gives her hope and reminds her of home. At her home they were every where, she had to buy this one. She planted it so it can grow through winter. After winter the flower gets huge and she passes her driver test. For reward her mom get her a real Vietnam flower.",1.0,"उनी कथाको अन्त्य गर्छिन् किनभने फूलले उनलाई बल दिन्छ। यसले उसलाई आशा दिन्छ र उसलाई घरको सम्झना दिलाउँछ। उनको घरमा तिनीहरू जताततै थिए, उनले यो किन्नुपर्‍यो। जाडोमा बढ्न सकोस् भनेर उनले यसलाई रोपिन्। जाडो पछि फूल ठूलो हुन्छ र उनी आफ्नो चालक परीक्षा पास गर्छिन्। इनामको लागि उनको आमाले उनलाई वास्तविक भियतनामको फूल दिनुहोस्।"
9322,4,I think he concludes his story with that paragraph because she know she was wrong and she want’s to make it up to her mother. Also she is showing her mother how much she really likes nature.,0.0,मलाई लाग्छ कि उसले त्यो अनुच्छेदको साथ आफ्नो कथा समाप्त गर्छ किनभने उनी जान्दछन् कि उनी गलत थिइन र उनी यो आफ्नी आमालाई बनाउन चाहन्छिन्। साथै उनले आफ्नी आमालाई प्रकृतिलाई कत्तिको मनपर्छ भनेर देखाइरहेकी छिन्।
9323,4,I think the author concludes the story with this paragraph because she failed her driving test the first time and she was saying to herself that she will take it again.,1.0,मलाई लाग्छ लेखकले यो अनुच्छेदको साथ कथा समाप्त गरे किनभने उनी पहिलो पटक ड्राइभिङ परीक्षामा असफल भइन् र उनी आफैंले यो फेरि लिन्छु भनेर आफैलाई भनिरहेकी थिइन्।
9324,4,I think the author used that response because she was showing that she had to go through another @DATE1 or hard work in planting flowers.,0.0,मलाई लाग्छ लेखकले त्यो प्रतिक्रिया प्रयोग गरेकी थिइन् किनभने उनले देखाइरहेकी थिइन् कि उनले अर्को @DATE1 वा फूल रोप्नको लागि कडा परिश्रम गर्नुपर्छ।
9325,4,"The author concluded the story “Winter Hibiscus “ the way she did because she wanted to show saeng ‘s determination at one point in the story, the author wrote, “she was still too shaky to say the words at home “.  Saeng really missed her old life and her old country. She often wonders when she will be able to go back to it and enjoy herself, because she still has trouble adjusting to her new life. When the author concluded the story, it was done so that saeng could be shown as a person   who would not easily give up. Although she’d had   previous trouble, the end of the story gives new hope for saeng to adjust to her new surroundings. Also, when saeng fails the test, the ending sentence gives newhopes saeng told her mother,”I failed the test “, and she was really down on herself when she said so. The closing sentence gives new hope to saeng and the reader,  that she will work header and do better in the spring. The author shows saeng’s determination to rise above failure   and create a niche of her own in life. In all, the closing sentence in “winter Hibiscus” is used to show saeng’s determination.",3.0,"लेखकले कथा ""विन्टर हिबिस्कस"" को अन्त्य गरेकी छिन् किनभने उनले कथाको एक बिन्दुमा सेङको दृढ संकल्प देखाउन चाहन्थे, लेखकले लेखेकी छिन्, ""उनी अझै पनि घरमा शब्दहरू भन्न पनि लज्जित थिइन्""। साङले आफ्नो पुरानो जीवन र आफ्नो पुरानो देशलाई साँच्चै सम्झिन्। उनी प्रायः सोचिरहन्छिन् कि उनी कहिले यसमा फर्कन र आफैलाई रमाइलो गर्न सक्षम हुनेछिन्, किनभने उनलाई अझै पनि आफ्नो नयाँ जीवनमा समायोजन गर्न समस्या छ। जब लेखकले कथा समाप्त गरे, यो यसरी गरिएको थियो कि साङ्गलाई सजिलै हार नमान्ने व्यक्तिको रूपमा देखाउन सकिन्छ। यद्यपि उनीसँग पहिले समस्या थियो, कथाको अन्त्यले सेङलाई आफ्नो नयाँ परिवेशमा समायोजन गर्न नयाँ आशा दिन्छ। साथै, जब सेङ परीक्षामा असफल भए, अन्तिम वाक्यले नयाँ आशा दिन्छ, सेङले आफ्नी आमालाई भनिन्, ""म परीक्षामा फेल भएँ"", र उनले त्यसो भनेपछि उनी आफैंमा निराश भइन्। समापन वाक्यले सेङ र पाठकलाई नयाँ आशा दिन्छ, उनले हेडरमा काम गर्नेछन् र वसन्तमा अझ राम्रो गर्नेछन्। लेखकले असफलताभन्दा माथि उठेर सिर्जना गर्ने साङको संकल्प देखाउँछन्जीवनमा उनको आफ्नै ठाउँ। सबैमा, ""जाडो हिबिस्कस"" मा बन्द वाक्य saeng को दृढ संकल्प देखाउन प्रयोग गरिन्छ।"
9326,4,"I think the author concludes the story with that paragraph because she fells to live the geese and her memories relate to the times she sees the geese. I think that her test is in school but she has believe that she’ll pass it by remembering her memories she fells conected to the outside ness. For example, she loves flowers. Thats why I think the author concludes the story with that paragraph.",1.0,"मलाई लाग्छ लेखकले त्यो अनुच्छेदको साथ कथाको अन्त्य गर्छ किनभने उनी गिजमा बाँच्न पसेकी छिन् र उनको सम्झनाहरू उसले गिज देखेको समयसँग सम्बन्धित छ। मलाई लाग्छ उसको परिक्षा स्कुलमा छ तर उसलाई विश्वास छ कि उसले बाहिरी नेससँग जोडिएको आफ्ना सम्झनाहरू सम्झेर त्यो पास गर्छे। उदाहरणका लागि, उनी फूलहरूलाई माया गर्छिन्। त्यसैले मलाई लाग्छ लेखकले त्यही अनुच्छेदको साथ कथाको अन्त्य गर्छ।"
9327,4,"The author concludes the story, “Winter Hibiscus"", with a very spiritual and confident paragraph to show that hope has an important part in our lives. In the story, ”Saeng"", a foreign chinese citizen, is touched and flattened by all the majestic plants and nature that was living in the green house. She ventures to find all the plants that remind her of home and to relate them to her past experiences. As she walks through the green house, she whispers and pronounces the names of the nature she sees, “Saebba"", Saeng whispered, “Madagascar periwinkle”, its tag pronounced. “How strange to see it in a pot, Saeng thought. Back home it just grew wild.!! But as her tour grew with time, she soon relizes she is missing some of her memories, and begins to cry. As she reaches home she is greeted by her mother. “I-I failed the test,” Saeng said. Saeng's mother is touched by her comment, and cheers her up with planting the “hibiscus"". In the end, the author shows strong expression by writting one last paragraph to bring out hope, and emotion, to represent that everyone deserves a second chance.",3.0,"हाम्रो जीवनमा आशाको महत्त्वपूर्ण भाग छ भनी देखाउनको लागि लेखकले ""विन्टर हिबिस्कस"" नामक कथालाई धेरै आध्यात्मिक र विश्वस्त अनुच्छेदका साथ समाप्त गरे। कथामा, विदेशी चिनियाँ नागरिक ""सेङ"" सबैले छोएको र चापिएको छ। हरितगृहमा बस्ने राजसी बोटबिरुवा र प्रकृति। उनी घरको सम्झना दिलाउने सबै बिरुवाहरू फेला पार्ने र उनीहरूलाई आफ्ना विगतका अनुभवहरूसँग जोड्ने प्रयास गर्छिन्। हरियो घरबाट हिंड्दा, उनी कानाफुसे र आफूले देखेको प्रकृतिको नाम उच्चारण गर्छिन्, ""साइब्बा"", सेङले फुसफुसाएर भनिन्, ""मडागास्कर पेरीविंकल"", यसको ट्याग उच्चारण गरिएको थियो। घर मात्र जंगली हुदै गयो !! तर समय संगै उनको यात्रा बढ्दै गयो , उसले चाँडै थाहा पाउँछ कि उसले केहि सम्झनाहरु हराइरहेको छ , र रुन थाल्छे । घर पुग्दा उनलाई आमाले अभिवादन गरिन् । "" म परिक्षामा फेल भएँ "" सेङले भनिन्। साएङकी आमा उनको टिप्पणीले छोइन्छ, र ""हिबिस्कस"" रोपेर उहाँलाई हौसला मिल्छ। अन्तमा, लेखकले एक l लेखेर बलियो अभिव्यक्ति देखाउँछन्ast अनुच्छेद आशा, र भावना बाहिर ल्याउन, सबैले दोस्रो मौकाको हकदार छन् भनेर प्रतिनिधित्व गर्न।"
9328,4,The author concludes the story with this paragraph because he basically saying hes never taking that test again. The author is showing that the character doesn’t like this test. And would rather not take it,0.0,लेखकले यस अनुच्छेदको साथ कथाको अन्त्य गर्दछ किनभने उसले मूलतया भन्यो कि उसले त्यो परीक्षा फेरि कहिल्यै लिदैन। लेखकले पात्रलाई यो परीक्षण मन नपरेको देखाउँदै हुनुहुन्छ। र बरु लिन चाहँदैनन्
9329,4,"The author of the story ends it with a very interesting paragraph. This paragraph talks about over coming obstacles and is telling the reader to try again. It is important to never give up and to keep trying until you sucede. In the story Saeng had just moved away from Vietnam she really missed it, and on top of it saeng failed her drivers test. She was really upset. She saw a group of geese flying above her and said when they come back in the spring and my new plant starts to grow I will retake my drivers test. Geese have to overcome the cold by flying south for the winter. The cold weather is an obstacle for them. Also her new plant can't grow until its warm. Her plant has to over come being small until it can bud in the spring. People face obstacles all the time. You have to keep trying inorder to get around them.",3.0,"कथाको लेखकले यसलाई धेरै रोचक अनुच्छेदको साथ समाप्त गर्दछ। यस अनुच्छेदले आउँदै गरेको बाधाहरूको बारेमा कुरा गर्छ र पाठकलाई फेरि प्रयास गर्न भनिरहेको छ। यो महत्त्वपूर्ण छ कि कहिल्यै हार नमान्नु र तपाईं सफल नभएसम्म प्रयास गरिरहनु। कथामा सेङ भर्खरै भियतनामबाट टाढा गएकी थिइन्, उनले वास्तवमै यो मिस गरिन्, र यसको शीर्षमा सेङ उनको ड्राइभर परीक्षणमा असफल भइन्। उनी साँच्चै विचलित भइन्। उनले आफ्नो माथि उडाइरहेको गिजको समूह देखे र भनिन् जब तिनीहरू वसन्तमा फर्किन्छन् र मेरो नयाँ बिरुवा बढ्न थाल्छ, म मेरो ड्राइभरको परीक्षण पुन: लिनेछु। हिउँदमा दक्षिणतर्फ उडेर चिसोलाई जित्नुपर्छ । चिसो मौसम उनीहरूका लागि बाधा हो। साथै उनको नयाँ बिरुवा तातो नभएसम्म बढ्न सक्दैन। उनको बिरुवा वसन्तमा अंकुर नहुँदासम्म सानो हुनुपर्दछ। मानिसहरूले सधैं अवरोधहरू सामना गर्छन्। तपाईंले तिनीहरूको वरिपरि पुग्न प्रयास गरिरहनु पर्छ।"
9330,4,"The short story “winter Hibiscus end the way it does because the narrator realizes that with simply comes a new chance or opportunity to start over a rebirth. One passage from the text that shows the narrator’s hope, “Almost reluctantly, she realised that many of the things that he had thought of as strange before, through that quiet repetition of season upon season,almost familiar to her now (Ho @NUM1). This passage of text shows that she realized that alot of things to her before suddenly had purpose. She realized that there is a new rebirth in the spring. The conclusion sentences states that she is going to retake the test in the spring. She now realizing that she now by a whole new opportunity and life to start. The conclusion sentence of “Winter Hibiscus” is one of realization of opportunity with spring beginning.",2.0,"छोटो कथा ""जाडो हिबिस्कसले यसको अन्त्य गर्दछ किनभने कथाकारले महसुस गर्छ कि पुनर्जन्म सुरु गर्ने नयाँ अवसर वा अवसर मात्र आउँछ। पाठबाट एउटा अंश जसले कथाकारको आशा देखाउँदछ, ""लगभग अनिच्छुकतासाथ, उनले महसुस गरिन् कि धेरै चीजहरू जुन उसले पहिले अनौठो रूपमा सोचेको थियो, मौसमको त्यो शान्त पुनरावृत्ति मार्फत, अहिले उनलाई लगभग परिचित छ (Ho @NUM1) । पाठको यो खण्डले देखाउँछ कि उनले महसुस गरे कि उनको लागि धेरै चीजहरू अचानक उद्देश्य थियो। वसन्तमा नयाँ पुनर्जन्म हुन्छ भनी बुझिन् । समापन वाक्यले भन्छ कि उनी वसन्तमा पुन: परीक्षा दिन जाँदैछिन्। उनले अब महसुस गरेकी छिन् कि उनी अब नयाँ अवसर र जीवन सुरु गर्न चाहन्छन्। ""विन्टर हिबिस्कस"" को समापन वाक्य वसन्त सुरुवात संग अवसर को प्राप्ति को एक हो।"
9331,4,"The author concludes the story with this paragraph to show the motivation and confidence Saeng has after her experience with the plant. there are many reasons and examples that support this. One reason is, he want to show the change in Saeng after he first test and when she boaght the flower to releive her. For example, after she failed the driving test, Saeng goes to the Florist. When she see this plant, he childhood comes back and she forgets her test. This flower motivates her to get her lisence. Another reason is, it shows how confident this experience has made her. For example, after failing, she comes back saying,” ... I will take the test again.” In conclusion, the author includes this paragraph to show how confident Saeng has become over her experience.",2.0,"लेखकले यस अनुच्छेदको साथ कथाको अन्त्यमा सेन्गले बिरुवासँगको अनुभव पछिको प्रेरणा र आत्मविश्वास देखाउँछन्। यसलाई समर्थन गर्ने धेरै कारण र उदाहरणहरू छन्। एउटा कारण के हो भने, उसले पहिलो पटक परीक्षण गरेपछि र उसलाई छुटकारा पाउनको लागि फूल बोकेपछि उसले सेङमा आएको परिवर्तन देखाउन चाहन्छ। उदाहरणका लागि, उनी ड्राइभिङ परीक्षणमा असफल भएपछि, सेङ फ्लोरिस्टमा जान्छिन्। जब उनले यो बिरुवा देखे, उनको बाल्यकाल फिर्ता आउँछ र उसले आफ्नो परीक्षा बिर्सन्छ। यो फूलले उनलाई लाइसेन्स प्राप्त गर्न उत्प्रेरित गर्छ। अर्को कारण हो, यसले देखाउँछ कि यो अनुभवले उनलाई कति विश्वस्त बनाएको छ। उदाहरणको लागि, फेल भएपछि, उनी भन्छिन्, ""... म फेरि परीक्षा दिन्छु।"" अन्तमा, लेखकले यो अनुच्छेद समावेश गरेको देखाउनको लागि Saeng आफ्नो अनुभवमा कत्तिको विश्वस्त भएको छ।"
9332,4,The author concludes that statement at  the story at the end of the story because he wants to show that Saeng wont give up just like the hibiscus.For example the hibiscus does its  best to survive in the winter and blooms and starts over in the spring.Saeng will also survive the winter and star all over again in the spring and retake the test. The author  wanted  to  show  the readers that Saeng is the hibiscus in a way that she has to start over and retry what she has failed as if the hibiscus had died in the winter.,2.0,लेखकले कथाको अन्त्यमा त्यो कथनलाई कथाको अन्त्यमा टुङ्ग्याउँछन् किनभने उनी देखाउन चाहन्छन् कि साङले हिबिस्कस जस्तै हार मान्दैनन्। उदाहरणका लागि हिबिस्कसले जाडोमा बाँच्नको लागि सक्दो प्रयास गर्छ र वसन्तमा फूल्छ र सुरु हुन्छ। Saeng पनि जाडोमा बाँच्नेछ र वसन्तमा फेरि तारा बन्नेछ र परीक्षा पुन: लिनेछ। लेखकले पाठकहरूलाई देखाउन चाहन्थे कि Saeng हिबिस्कस हो कि उसले फेरि सुरु गर्नुपर्छ र हिबिस्कस जाडोमा मरे जस्तै गरी असफल भएको पुन: प्रयास गर्नुपर्छ।
9333,4,My response is that if is about winter so realy it is going to be about witer walking around having fun and all them thing.,0.0,"मेरो प्रतिक्रिया यो छ कि यदि जाडोको बारेमा हो भने, यो साँच्चिकै रमाइलो र ती सबै चीजहरूको वरिपरि witer हिंड्ने बारे हुनेछ।"
9334,4,The author concludes the story like that to make the reader more intrested and to understand it will all happen again and again year after year. ,1.0,लेखकले पाठकलाई थप चासो दिन र यो सबै वर्षौं वर्ष दोहोरिने गरी बुझ्नको लागि कथाको अन्त्य गर्दछ।
9335,4,"The author concludes the story with that paragraph because he wants to show that the flower was her inspiration to take the test before. The way I got my response was, throughout the story, @PERSON1 was always either gardening the hibiscus or had one. This obviously showed me that she was inspired by this flower and its beuty. In conclusion, the author ends the story like this to show the importance of the Hibiscus flower to Saeng.",1.0,"लेखकले त्यो अनुच्छेदको साथ कथाको अन्त्य गर्दछ किनभने उनी देखाउन चाहन्छन् कि फूल नै उनको परीक्षा दिनको लागि प्रेरणा थियो। मैले मेरो प्रतिक्रिया पाएको तरिका यो थियो, कथाभरि, @PERSON1 सधैं या त हिबिस्कस बगैंचा गर्दै थियो वा एउटा थियो। यसले स्पष्ट रूपमा मलाई देखायो कि उनी यो फूल र यसको सुन्दरताबाट प्रेरित थिए। अन्तमा, लेखकले सेङलाई हिबिस्कस फूलको महत्त्व देखाउन यसरी कथाको अन्त्य गर्छ।"
9336,4,"The auther ends the story in this way because it represents the new brith that will take place. It’s almost as if she’s saying that she will hibernate during the winter, and when spring returns and everything begins a new cycle of life, then so will she. Saeng “realized that many of the things that she had thought of as strange before had become, through queit repitition of season upon season, almost familiar to her now.” She is saying that when the new season begins it will be her beginning and she’ll have a different outlook on her new life.",2.0,"लेखकले यसरी कथाको अन्त्य गर्दछ किनभने यसले नयाँ ब्रितको प्रतिनिधित्व गर्दछ जुन स्थानमा हुनेछ। यो लगभग जस्तो छ कि उनी जाडोको समयमा हाइबरनेट हुनेछिन्, र जब वसन्त फर्कन्छ र सबै कुराले जीवनको नयाँ चक्र सुरु गर्छ, तब उनी पनि त्यस्तै हुनेछन्। सेङले ""पहिले अनौठो ठानेका धेरै कुराहरू सिजनमा सिजनको शान्त पुनरावृत्ति मार्फत, अहिले उनलाई लगभग परिचित भएको महसुस गरिन्।"" नयाँ सिजन सुरु हुँदा यो उनको शुरुवात हुने र आफ्नो नयाँ जीवनमा फरक दृष्टिकोण हुने उनको भनाइ छ ।"
9337,4,The author ends the story this way to wrap everything up. The author incorporated nature and descriptions of it. This was so the reader would get an image in their head of how “Beautiful or calming” spring supposively is.,1.0,"लेखकले सबै कुरा समेट्न यसरी कथाको अन्त्य गर्छ। लेखकले यसको प्रकृति र विवरणहरू समावेश गरेका छन्। यो यसरी थियो कि पाठकले आफ्नो टाउकोमा ""सुन्दर वा शान्त"" वसन्त कत्तिको अनुमानित छ भन्ने छवि प्राप्त गर्नेछ।"
9338,4,I think that the author concludes the story with this paragraph because it suggest that her strength will come when the flowers come and she will be able to take the test.,1.0,मलाई लाग्छ कि लेखकले यो अनुच्छेदको साथ कथा समाप्त गरे किनभने यसले सुझाव दिन्छ कि फूलहरू आउँदा उनको बल आउँछ र उनी परीक्षा दिन सक्षम हुनेछिन्।
9339,4,"In the story ""Winter Hibiscus,"" the author, Minfong Ho, concludes the story that paragraph because, she wants to show the determination the girl in the story possess. At first, the girl could not help herself and bought the expensive flower. She did not want her mother to be disappointed though, so she was determined to ""pass the test."" In the spring when it is time to buy more seeds, the girl wants to be able to buy the seeds. So the author is showing the trait of determination that the girl controls.",1.0,"कथा ""विंटर हिबिस्कस"" मा, लेखक, मिन्फोङ हो, त्यो अनुच्छेदको कथा समाप्त गर्छिन् किनभने, उनी कथामा केटीसँग भएको दृढ संकल्प देखाउन चाहन्छिन्। सुरुमा, केटीले आफैलाई मद्दत गर्न सकेन र महँगो फूल किन्नुभयो। यद्यपि उनी आफ्नी आमा निराश हुन चाहँदैनन्, त्यसैले उनी ""परीक्षा पास"" गर्न कटिबद्ध थिइन्। वसन्तमा जब यो धेरै बीउ किन्न समय हो, केटी बीउ किन्न सक्षम हुन चाहन्छ। त्यसोभए लेखकले केटीले नियन्त्रण गर्ने दृढताको विशेषता देखाउँदै हुनुहुन्छ।"
9340,4,"The author concludes the story with When they come back, saeng vowed silently to herself, in the spring, when the shows melt and the geese return and this hibiscus is budding, then I will take that test again” because the hibiscus budding would symbolize starting over and Saeng taking the test again is giving her a chance to start over fresh and try again. The hibiscus doesn’t stop budding so Saeng shouldn’t stop trying!",2.0,"लेखकले कथाको अन्त्य गरे जब तिनीहरू फर्केर आउँछन्, सेङले चुपचाप आफैंसँग वाचा गरे, वसन्तमा, जब शोहरू पग्लिन्छन् र गिजहरू फर्किन्छन् र यो हिबिस्कस बड्दैछ, तब म फेरि त्यो परीक्षा लिनेछु ""किनकि हिबिस्कस बडिंग सुरुको प्रतीक हुनेछ। ओभर र सेन्गले फेरि परीक्षा दिई उसलाई नयाँ सुरु गर्ने र फेरि प्रयास गर्ने मौका दिइरहेको छ। हिबिस्कसले अंकुरण बन्द गर्दैन त्यसैले सेङले प्रयास गर्न छोड्नु हुँदैन!"
9341,4,"In the last paragraph of the story, the author concludes the story like that because the author means to say that the hibiscus is the symbol of overcoming obstacles. For example, @CAPS1 mother says “Its flowers aren’t pretty, but it’s strong enough to make it through the cold months.” This is a symbol to overcome obstacles as a flower is strong enough to make it through the cold months, in which the weather is rough. In Saeng’s case, she is a girl who will make it in a foreign country. Thus, in the last paragraph, when Saeng vows silently to herself that she will take the drivers test again when the snow melts (writers over) and the hibiscus is budding, she uses the hibiscus as a symbol of overcoming the obstacle of failing the test. That is why the author decided to end the story with that last paragraph. ",3.0,"कथाको अन्तिम अनुच्छेदमा, लेखकले कथालाई यसरी समाप्त गर्दछ किनभने लेखकले हिबिस्कस भनेको अवरोधहरू पार गर्ने प्रतीक हो भन्न खोजेको हो। उदाहरणका लागि, @CAPS1 आमा भन्छिन् ""यसका फूलहरू राम्रा छैनन्, तर यो चिसो महिनाहरूमा बनाउनको लागि पर्याप्त बलियो छ।"" यो बाधाहरू पार गर्ने प्रतीक हो किनकि फूललाई ​​चिसो महिनाहरूमा बनाउनको लागि पर्याप्त बलियो हुन्छ, जसमा मौसम खराब हुन्छ। Saeng को मामला मा, उनी एक केटी हो जसले यसलाई विदेशमा बनाउनेछ। यसैले, अन्तिम अनुच्छेदमा, जब सेङले हिउँ पग्लिँदा (लेखकहरू माथि) र हिबिस्कस उभिएर फेरि ड्राइभरको परीक्षा दिनेछ भनी चुपचाप आफैंसँग वाचा गर्छिन्, उनले हिबिस्कसलाई परीक्षणमा असफल हुने बाधालाई पार गर्ने प्रतीकको रूपमा प्रयोग गर्छिन्। । त्यसैले लेखकले अन्तिम अनुच्छेदबाट कथा समाप्त गर्ने निर्णय गरे।"
9342,4,"The author concludes the story with this paragraph because he wanted to convey a sense of determination of Saeng wanting to comput what she started. She had failed the drivers test and is very disappointed, for example, she starts to cry and has “tear stains and puffy eyes” as she remembers her homeland in Vietnam, her life, her memories, her family etc. She can relate to the geese that migrate during the winter and return again, an as new begginings start in the spring, so would she. A fresh start like the blossoming hibiscus. A fresh start with the drivers test.",2.0,"लेखकले यस अनुच्छेदको साथ कथाको अन्त्य गर्दछ किनभने उनी सेङको दृढ संकल्पको भावना व्यक्त गर्न चाहन्थे जुन उनीले सुरु गरेको गणना गर्न चाहन्थे। उनी ड्राइभरको परीक्षामा असफल भइन् र धेरै निराश छिन्, उदाहरणका लागि, उनी रुन थाल्छिन् र भियतनाममा रहेको आफ्नो मातृभूमि, उनको जीवन, उनको सम्झनाहरू, आफ्नो परिवार आदि सम्झँदा उनी रुन थाल्छिन् र ""आँसुको दाग र फुस्रो आँखा"" छन्। हिउँदमा बसाइँ सर्ने र फेरि फर्कने गिजहरू, वसन्तमा नयाँ शुरुवात हुन थालेपछि, ऊ पनि त्यस्तै हुन्छ। फुलिरहेको हिबिस्कस जस्तै नयाँ सुरुवात। ड्राइभर परीक्षणको साथ नयाँ सुरुवात।"
9343,4,The author concludes this story with this paragraph to show the aduiance that Saeng @CAPS1 gave up so you should'nt either. I think that this paragraph is describin a law of life witch is “@CAPS1 give up.” @CAPS2 even though she had failed at first she is still willing to try again.,1.0,"लेखकले Saeng @CAPS1 ले त्याग गरेको उत्साह देखाउनको लागि यस अनुच्छेदको साथ यो कथा समाप्त गर्नुहुन्छ त्यसैले तपाईंले पनि गर्नु हुँदैन। मलाई लाग्छ कि यो अनुच्छेद ""@CAPS1 छोड्नुहोस्"" लाई जीवन चुड़ैलको नियम वर्णन गर्दछ। @CAPS2 उनी सुरुमा असफल भए तापनि उनी फेरि प्रयास गर्न इच्छुक छिन्।"
9344,4,"When they come back, Saeng vowed silently to herself, in the spring, when the snows melt &the geese return & this hibiscus is budding, then I will take the test again. I think the author included this in the story to show that you shouldnt push things off. You should always deal wi them as they come up. So in the story the girl is showing a bad example. I believe the author wanted to make a point of not doing that. Overall, to add this phrase in this story was the right thing to do to try and show the right way of doing and going about these certain things",0.0,"जब तिनीहरू फर्केर आउँछन्, सेङले चुपचाप आफैंसँग वाचा गरिन्, वसन्तमा, जब हिउँ पग्लिन्छ र गिजहरू फर्किन्छन् र यो हिबिस्कस उम्रन्छ, तब म फेरि परीक्षा दिनेछु। मलाई लाग्छ लेखकले यसलाई कथामा समावेश गरेको देखाउनको लागि तपाईंले चीजहरूलाई धक्का दिनु हुँदैन। तपाईंले सधैं तिनीहरूसँग व्यवहार गर्नुपर्छ जब तिनीहरू आउँछन्। त्यसैले कथामा केटीले नराम्रो उदाहरण देखाइरहेकी छिन्। मलाई विश्वास छ कि लेखकले त्यसो नगर्ने बिन्दु बनाउन चाहन्थे। समग्रमा, यस कथामा यो वाक्यांश थप्नु भनेको यी निश्चित चीजहरूको बारेमा गर्ने र जाने सही तरिका प्रयास गर्न र देखाउनको लागि सही कुरा थियो।"
9345,4,She should and needs too learn that you can’t replace a plant with the same thing and expect it too be as equal too it. She needs too learn that lesson in life.,0.0,उसले पनि सिक्नु पर्छ र आवश्यक छ कि तपाईले बिरुवालाई एउटै चीजले प्रतिस्थापन गर्न सक्नुहुन्न र यो पनि उस्तै होस् भन्ने आशा गर्नुहुन्छ। उसले पनि जीवनमा त्यो पाठ सिक्न आवश्यक छ।
9346,4,"The author ends the story with this paragraph to show that Saeng will follow  nature  and  try to  fit  into her  new  land. Saeng  has failed  her  driver’s   test  and  feels  out  of place  in  her  new home. The text states, “As  Saebba  nedae  tall  and  lush. And  surrounded  there  garden” (No 1).When  she  sees  the @CAPS1 it reminds her of old home where she fit in.Now she  wants to wait to see  that flower  grown  so when she takes the driver’s test again.Also,she sees geese fly over her head when she plants he r flower. The  author  writes. ”…She  realized  that  many  of  the  things that she had thought strange before  had become…almost  familiar  to  her how”(No @NUM1).The geese coming back in the spring will now  also  remind her  of  her  new  name  and  how  must  try  to  live  there happily now. In the last paragraph the  author writes,” I will take that test again”(No @NUM1).This gives the feeling of Saeng  trying to start a  new  beginning in this new home.  ",3.0,"सेङले प्रकृतिलाई पछ्याउने र आफ्नो नयाँ भूमिमा फिट हुने प्रयास गर्नेछन् भनी देखाउन लेखकले यस अनुच्छेदको साथ कथाको अन्त्य गर्छ। Saeng आफ्नो ड्राइभरको परीक्षामा असफल भइन् र आफ्नो नयाँ घरमा ठाउँ नभएको महसुस गरिन्। पाठमा भनिएको छ, ""जस्तै Saebba nedae अग्लो र रमणीय। र त्यहाँ बगैंचा घेरिएको छ"" (न 1)। जब उनले @CAPS1 देख्छिन् यसले उनलाई पुरानो घरको सम्झना गराउँछ जहाँ उनी बस्छिन्। अब उनी फेरि ड्राइभरको परीक्षा दिँदा त्यो फूल फुलेको हेर्नको लागि पर्खन चाहन्छिन्। साथै, उनी देख्छिन्। जब उसले फूल रोप्छे उसको टाउको माथि हंस उड्छ। लेखक लेख्छन् । ""...उनले महसुस गरिन् कि उसले पहिले अनौठो सोचेका धेरै कुराहरू भइसकेका छन्...उनलाई कसरी थाहा छ"" (No @NUM1)। वसन्तमा फिर्ता आउने गिजले अब उसलाई उनको नयाँ नाम र कसरी प्रयास गर्नुपर्छ भनेर सम्झाउनेछ। अहिले त्यहाँ खुसीसाथ बस्न। अन्तिम अनुच्छेदमा लेखक लेख्छन्, ""म फेरि त्यो परीक्षा लिनेछु"" (No @NUM1)। यसले यो नयाँ घरमा नयाँ सुरुवात गर्न खोजेको सेङको अनुभूति दिन्छ।"
9347,4,This is a powerful sentence that demonstrates themes in the story. Saeng is determined to try again because she has been comforted by symbol of her homeland. This sentence shows what the plant has done for Saeng’s spirit and shows how that symbol helps heal her. The sentence is able to wrap up the story and demonstrates the importance of the hibiscus. In the story @CAPS1 describes the plant as a friend and remmeder of her homeland. Once she sees the plant in bloom she`ll know that she can take the test again. The paragraph is a great conclusion to the passage because it summarizes everything that the hibiscus has meant for Saeng.,2.0,यो एक शक्तिशाली वाक्य हो जसले कथामा विषयवस्तुहरू प्रदर्शन गर्दछ। Saeng फेरि प्रयास गर्न कटिबद्ध छ किनभने उनको मातृभूमिको प्रतीकले उनलाई सान्त्वना दिएको छ। यो वाक्यले सेङको आत्माको लागि बोटले के गरेको देखाउँछ र कसरी त्यो प्रतीकले उनलाई निको पार्न मद्दत गर्छ भनेर देखाउँछ। वाक्यले कथालाई समेट्न सक्षम छ र हिबिस्कसको महत्त्व देखाउँछ। कथामा @CAPS1 ले बिरुवालाई आफ्नो मातृभूमिको साथी र सम्झाउनेको रूपमा वर्णन गर्दछ। एकचोटि उनले बिरुवालाई फूलेको देखेपछि उनले थाहा पाउनेछन् कि उनी फेरि परीक्षा दिन सक्छिन्। अनुच्छेद खण्डको लागि उत्कृष्ट निष्कर्ष हो किनभने यसले हिबिस्कसले सेङको लागि भनेको सबै कुराको सारांश दिन्छ।
